,X_value,Y_value
47,-1.6696620630690573,-0.253146052098472
48,-1.6788738510625787,-0.11506945904436647
49,-1.6811415043224196,0.0243278131324694
50,-1.6764627689226108,0.16249363691813495
51,-1.6649620910099114,0.2969294688897363
52,-1.6468850366554109,0.4253049413897567
53,-1.6225873002816744,0.5455583277042846
54,-1.5925192078914543,0.65597529013573
55,-1.5572069406698372,0.7552409776851943
56,-1.517231848551287,0.8424637593184922
57,-1.4732092899147966,0.9171718441516236
58,-1.4257682228391833,0.9792865618907072
59,-1.3755326153199514,1.0290776597817932
60,-1.323105410048377,1.067106747110714
61,-1.269055484864335,1.0941648706600935
62,-1.2139077673938357,1.1112095053956639
63,-1.1581364240326018,1.1193051849505085
64,-1.1021608605094362,1.1195706786168165
65,-1.0463441607321367,1.1131344214237264
66,-0.9909935332156684,1.1010988815188525
67,-0.9363623179380944,1.0845137181697295
68,-0.8826531199952489,1.0643570096409074
69,-0.8300217109466368,1.041523484062313
70,-0.7785813643352192,1.0168185588466085
71,-0.7284073703725106,0.9909569591380459
72,-0.6795415284226621,0.9645647684507214
73,-0.6319964788905666,0.9381839599126561
74,-0.5857597464197645,0.9122783908588751
75,-0.5407974832342632,0.8872408514662726
76,-0.4970578354003906,0.8634004381066229
77,-0.4544739394404625,0.8410299227068133
78,-0.41296655955110484,0.8203528392338607
79,-0.3724463790360939,0.8015501114117557
80,-0.33281597662415535,0.78476610812978
81,-0.29397151550224937,0.770114061507568
82,-0.2558041772602439,0.7576808167082618
83,-0.2182013760600789,0.7475309388347157
84,-0.1810477829397348,0.7397101725271956
85,-0.1442261921453474,0.7342482896023635
86,-0.10761826104450567,0.7311613598036291
87,-0.07110514935596673,0.730453461920587
88,-0.03456808688514515,0.732117867187573
89,0.0021111051933583817,0.7361377098913455
90,0.03904951407596625,0.7424861558357566
91,0.0763626309931515,0.7511260707695784
92,0.11416381763685243,0.7620091849206203
93,0.15256371806047758,0.7750747584045643
94,0.19166959090636077,0.7902476787431536
95,0.23158453322148018,0.8074360499177968
96,0.27240656795498186,0.8265281725313522
97,0.314227567303875,0.8473889564346787
98,0.3571319821390015,0.8698557114664475
99,0.4011953435174924,0.8937333614600467
100,0.4464825140525063,0.9187890575965286
101,0.49304565385452803,0.9447463271955766
102,0.5409218870166296,0.97127879249004
103,0.5901306402188662,0.9980036516201813
104,0.6406706674364728,1.0244752740993963
105,0.6925167586208403,1.050179175893278
106,0.7456161517667769,1.0745266593447782
107,0.7998847340113376,1.0968512498382383
108,0.8552031014850616,1.1164070970021172
109,0.911412617069164,1.1323705197369163
110,0.9683116395090261,1.1438456856555013
111,1.0256521707132034,1.1498753488575055
112,1.0831371741561941,1.1494577345563106
113,1.140418914293241,1.1415704932619974
114,1.1970986923709461,1.1252022740975833
115,1.2527283455452245,1.099391928942917
116,1.3068138840763173,1.0632749644524668
117,1.358821599914847,1.0161356583204824
118,1.4081868881368842,0.957462263666898
119,1.454325809668696,0.8870019852717557
120,1.4966493278482713,0.8048110459104502
121,1.5345797984419394,0.7112949061436727
122,1.5675691311395625,0.6072333168014079
123,1.5951177155388296,0.4937855822563409
124,1.616793032032709,0.37247275632526405
125,1.6322467897242874,0.24513513003888157
126,1.6412293178127066,0.11386633809076696
127,1.643600158088908,-0.019072281299882272
128,1.6393340091829347,-0.15135094146819228
129,1.6285215290385673,-0.2806763287098497
130,1.6113649323524468,-0.4048936670730402
131,1.5881687345268976,-0.5220776106381884
132,1.559326375092306,-0.6306051975562077
133,1.5253037498574689,-0.7292062335558518
134,1.4866208284575961,-0.8169891501497405
135,1.4438325853227116,-0.8934429046849459
136,1.397510391563853,-0.958417748543507
137,1.3482247976010484,-1.0120891782590848
138,1.2965304320898454,-1.0549101673333645
139,1.2429534750410165,-1.0875569179553097
140,1.1879819027442153,-1.1108728542638797
141,1.1320584922659576,-1.1258147417483764
142,1.0755764047882195,-1.1334037599676503
143,1.0188770503379263,-1.1346833651822128
144,0.962249865373269,-1.1306847967652258
145,0.9059336337201519,-1.1224003333728891
146,0.8501189375834346,-1.1107638664248427
147,0.7949514277446891,-1.096637959336138
148,0.7405355940966343,-1.080806414530463
149,0.6869387932353432,-1.0639712846484501
150,0.6341953352846893,-1.0467533081763818
151,0.5823104834700079,-1.0296948441901574
152,0.5312642617078865,-1.013264507404379
153,0.48101499764703615,-0.9978628013057524
154,0.43150257781968954,-0.983828303427923
155,0.3826513859218601,-0.9714439271557973
156,0.3343729311896606,-0.9609429581276734
157,0.28656818688846686,-0.9525146501451439
158,0.23912966231605462,-0.9463092309437874
159,0.19194324282145492,-0.9424422093301572
160,0.14488983365319733,-0.9409979118297007
161,0.09784684599863584,-0.9420321918441004
162,0.050689570815622684,-0.9455743067883916
163,0.0032924791141608198,-0.9516279115639599
164,-0.044469505587945796,-0.960171164063422
165,-0.09271971586341876,-0.9711559232973785
166,-0.14157838719704136,-0.984506017051809
167,-0.19116119425290737,-1.0001145685703134
168,-0.24157762955317041,-1.01784036784198
169,-0.29292917712498534,-1.0375032942024416
170,-0.34530723429664056,-1.0588788115267587
171,-0.39879073635366785,-1.081691597938668
172,-0.4534434420548221,-1.1056083987627305
173,-0.5093108505145516,-1.1302303453466906
174,-0.5664167125367957,-1.1550848654633734
175,-0.6247591641843543,-1.17961788171858
176,-0.684306456913277,-1.2031864247073283
177,-0.7449923568055878,-1.2250526559827757
178,-0.8067113023080804,-1.2443802392203207
179,-0.8693134601552083,-1.2602339390056159
180,-0.9325998637664937,-1.2715839173024444
181,-0.9963179136946383,-1.277316051350266
182,-1.0601575764832107,-1.276249759212877
183,-1.1237486955983746,-1.2671646763710664
184,-1.1866598691747487,-1.2488371469718123
185,-1.2483994090135202,-1.220087085463762
186,-1.3084189124191927,-1.17983454660137
187,-1.3661198327184187,-1.1271648683318454
188,-1.4208635104018077,-1.0613987797713567
189,-1.4719846970163784,-0.9821635316846457
190,-1.5188085740642374,-0.8894587733073205
191,-1.560670764121527,-0.7837105094520906
192,-1.596939609569371,-0.6658058100604349
193,-1.6270395568188367,-0.5371017595947392
194,-1.6504742261350218,-0.3994039450886292
195,-1.666847626190765,-0.2549121797013578
196,-1.6758818372473718,-0.10613519067523708
197,-1.6774297632756032,0.04422057560000797
198,-1.671481855482261,0.19337940545857957
