point_id,X_value,Y_value
47,-1.6696620630690573,-0.253146052098472
48,-1.6788738510625787,-0.11506945904436647
49,-1.6811415043224196,0.0243278131324694
50,-1.6764627689226108,0.16249363691813495
51,-1.6649620910099114,0.2969294688897363
52,-1.6468850366554109,0.4253049413897567
53,-1.6225873002816744,0.5455583277042846
54,-1.5925192078914543,0.65597529013573
55,-1.5572069406698372,0.7552409776851943
56,-1.517231848551287,0.8424637593184922
57,-1.4732092899147966,0.9171718441516236
58,-1.4257682228391833,0.9792865618907072
59,-1.3755326153199514,1.0290776597817932
60,-1.323105410048377,1.067106747110714
61,-1.269055484864335,1.0941648706600935
62,-1.2139077673938357,1.1112095053956639
63,-1.1581364240326018,1.1193051849505085
64,-1.1021608605094362,1.1195706786168165
65,-1.0463441607321367,1.1131344214237264
66,-0.9909935332156684,1.1010988815188525
67,-0.9363623179380944,1.0845137181697295
68,-0.8826531199952489,1.0643570096409074
69,-0.8300217109466368,1.041523484062313
70,-0.7785813643352192,1.0168185588466085
71,-0.7284073703725106,0.9909569591380459
72,-0.6795415284226621,0.9645647684507214
73,-0.6319964788905666,0.9381839599126561
74,-0.5857597464197645,0.9122783908588751
75,-0.5407974832342632,0.8872408514662726
76,-0.4970578354003906,0.8634004381066229
77,-0.4544739394404625,0.8410299227068133
78,-0.41296655955110484,0.8203528392338607
79,-0.3724463790360939,0.8015501114117557
80,-0.33281597662415535,0.78476610812978
81,-0.29397151550224937,0.770114061507568
82,-0.2558041772602439,0.7576808167082618
83,-0.2182013760600789,0.7475309388347157
84,-0.1810477829397348,0.7397101725271956
85,-0.1442261921453474,0.7342482896023635
86,-0.10761826104450567,0.7311613598036291
87,-0.07110514935596673,0.730453461920587
88,-0.03456808688514515,0.732117867187573
89,0.0021111051933583817,0.7361377098913455
90,0.03904951407596625,0.7424861558357566
91,0.0763626309931515,0.7511260707695784
92,0.11416381763685243,0.7620091849206203
93,0.15256371806047758,0.7750747584045643
94,0.19166959090636077,0.7902476787431536
95,0.23158453322148018,0.8074360499177968
96,0.27240656795498186,0.8265281725313522
97,0.314227567303875,0.8473889564346787
98,0.3571319821390015,0.8698557114664475
99,0.4011953435174924,0.8937333614600467
100,0.4464825140525063,0.9187890575965286
101,0.49304565385452803,0.9447463271955766
102,0.5409218870166296,0.97127879249004
103,0.5901306402188662,0.9980036516201813
104,0.6406706674364728,1.0244752740993963
105,0.6925167586208403,1.050179175893278
106,0.7456161517667769,1.0745266593447782
107,0.7998847340113376,1.0968512498382383
108,0.8552031014850616,1.1164070970021172
109,0.911412617069164,1.1323705197369163
110,0.9683116395090261,1.1438456856555013
111,1.0256521707132034,1.1498753488575055
112,1.0831371741561941,1.1494577345563106
113,1.140418914293241,1.1415704932619974
114,1.1970986923709461,1.1252022740975833
115,1.2527283455452245,1.099391928942917
116,1.3068138840763173,1.0632749644524668
117,1.358821599914847,1.0161356583204824
118,1.4081868881368842,0.957462263666898
119,1.454325809668696,0.8870019852717557
120,1.4966493278482713,0.8048110459104502
121,1.5345797984419394,0.7112949061436727
122,1.5675691311395625,0.6072333168014079
123,1.5951177155388296,0.4937855822563409
124,1.616793032032709,0.37247275632526405
125,1.6322467897242874,0.24513513003888157
126,1.6412293178127066,0.11386633809076696
127,1.643600158088908,-0.019072281299882272
128,1.6393340091829347,-0.15135094146819228
129,1.6285215290385673,-0.2806763287098497
130,1.6113649323524468,-0.4048936670730402
131,1.5881687345268976,-0.5220776106381884
132,1.559326375092306,-0.6306051975562077
133,1.5253037498574689,-0.7292062335558518
134,1.4866208284575961,-0.8169891501497405
135,1.4438325853227116,-0.8934429046849459
136,1.397510391563853,-0.958417748543507
137,1.3482247976010484,-1.0120891782590848
138,1.2965304320898454,-1.0549101673333645
139,1.2429534750410165,-1.0875569179553097
140,1.1879819027442153,-1.1108728542638797
141,1.1320584922659576,-1.1258147417483764
142,1.0755764047882195,-1.1334037599676503
143,1.0188770503379263,-1.1346833651822128
144,0.962249865373269,-1.1306847967652258
145,0.9059336337201519,-1.1224003333728891
146,0.8501189375834346,-1.1107638664248427
147,0.7949514277446891,-1.096637959336138
148,0.7405355940966343,-1.080806414530463
149,0.6869387932353432,-1.0639712846484501
150,0.6341953352846893,-1.0467533081763818
151,0.5823104834700079,-1.0296948441901574
152,0.5312642617078865,-1.013264507404379
153,0.48101499764703615,-0.9978628013057524
154,0.43150257781968954,-0.983828303427923
155,0.3826513859218601,-0.9714439271557973
156,0.3343729311896606,-0.9609429581276734
157,0.28656818688846686,-0.9525146501451439
158,0.23912966231605462,-0.9463092309437874
159,0.19194324282145492,-0.9424422093301572
160,0.14488983365319733,-0.9409979118297007
161,0.09784684599863584,-0.9420321918441004
162,0.050689570815622684,-0.9455743067883916
163,0.0032924791141608198,-0.9516279115639599
164,-0.044469505587945796,-0.960171164063422
165,-0.09271971586341876,-0.9711559232973785
166,-0.14157838719704136,-0.984506017051809
167,-0.19116119425290737,-1.0001145685703134
168,-0.24157762955317041,-1.01784036784198
169,-0.29292917712498534,-1.0375032942024416
170,-0.34530723429664056,-1.0588788115267587
171,-0.39879073635366785,-1.081691597938668
172,-0.4534434420548221,-1.1056083987627305
173,-0.5093108505145516,-1.1302303453466906
174,-0.5664167125367957,-1.1550848654633734
175,-0.6247591641843543,-1.17961788171858
176,-0.684306456913277,-1.2031864247073283
177,-0.7449923568055878,-1.2250526559827757
178,-0.8067113023080804,-1.2443802392203207
179,-0.8693134601552083,-1.2602339390056159
180,-0.9325998637664937,-1.2715839173024444
181,-0.9963179136946383,-1.277316051350266
182,-1.0601575764832107,-1.276249759212877
183,-1.1237486955983746,-1.2671646763710664
184,-1.1866598691747487,-1.2488371469718123
185,-1.2483994090135202,-1.220087085463762
186,-1.3084189124191927,-1.17983454660137
187,-1.3661198327184187,-1.1271648683318454
188,-1.4208635104018077,-1.0613987797713567
189,-1.4719846970163784,-0.9821635316846457
190,-1.5188085740642374,-0.8894587733073205
191,-1.560670764121527,-0.7837105094520906
192,-1.596939609569371,-0.6658058100604349
193,-1.6270395568188367,-0.5371017595947392
194,-1.6504742261350218,-0.3994039450886292
195,-1.666847626190765,-0.2549121797013578
196,-1.6758818372473718,-0.10613519067523708
197,-1.6774297632756032,0.04422057560000797
198,-1.671481855482261,0.19337940545857957
199,-1.6581662086871047,0.3386309399778611
200,-1.6377420238844238,0.47745921570255373
201,-1.6105869975836085,0.6076549350637674
202,-1.5771797071211404,0.7274022343456997
203,-1.5380784226507742,0.8353344473603375
204,-1.4938979354564546,0.9305571924265921
205,-1.4452860407279748,1.0126406223565314
206,-1.3929010647347333,1.0815855632317446
207,-1.3373916136233976,1.1377700247517568
208,-1.279379334074083,1.1818833140872493
209,-1.2194451283167307,1.214854630399178
210,-1.1581189501708482,1.2377821731029233
211,-1.0958730322330477,1.2518673452723308
212,-1.0331182055086865,1.2583571278905585
213,-0.970202857761371,1.2584962899178627
214,-0.9074140265804642,1.2534899472775138
215,-0.8449801071995078,1.2444760553609593
216,-0.7830747039351923,1.2325068241902741
217,-0.7218212211461286,1.2185377245285878
218,-0.6612978414764363,1.2034226331920477
219,-0.6015426237227425,1.1879136826392842
220,-0.5425585183540784,1.1726645066290504
221,-0.48431816221121393,1.1582357705839463
222,-0.4267683488051394,1.1451019347299143
223,-0.3698341628118072,1.1336587194781442
224,-0.31342272613410344,1.1242304875075326
225,-0.25742658752133796,1.1170771824407277
226,-0.20172678390203974,1.1124005070788905
227,-0.14619561649465787,1.1103491134266585
228,-0.09069919636065608,1.1110226444676696
229,-0.035099819189145245,1.1144745195989023
230,0.02074176823611186,1.1207133712235997
231,0.07696413468873925,1.129703132721652
232,0.13370290471299626,1.1413616835690434
233,0.1910883936150078,1.1555580847201206
234,0.2492430686068206,1.1721084012476575
235,0.30827876760945055,1.1907701564482818
236,0.36829360815215384,1.21123551047794
237,0.4293685265824876,1.2331233186096262
238,0.4915633969174942,1.2559703202015025
239,0.5549126958491929,1.2792218448968
240,0.6194207031478015,1.3022225790711999
241,0.6850562547974741,1.3242081102684686
242,0.751747112537756,1.3442982379663049
243,0.8193740698758322,1.3614932968478646
244,0.8877649845957742,1.37467499054989
245,0.9566889919160554,1.3826134052527952
246,1.025851264557247,1.3839821440270645
247,1.0948887743534155,1.3773834757891732
248,1.1633676031532696,1.361385109392945
249,1.2307823894279601,1.3345697298490211
250,1.296558586341043,1.2955977258709386
251,1.3600581853146605,1.243281316291
252,1.4205893248241408,1.1766686024355002
253,1.477420296354163,1.0951311022424475
254,1.5297978607149445,0.9984493426151877
255,1.5769696156573094,0.8868873193280108
256,1.618209615470876,0.7612467051633826
257,1.6528460073618951,0.6228917048902809
258,1.680289004969753,0.47373708461818975
259,1.7000572608352715,0.31619531381517757
260,1.7118005595409092,0.15308304322464572
261,1.71531693259675,-0.012507737134667976
262,1.7105626443229613,-0.17736368628707355
263,1.6976541407692676,-0.33831559369548847
264,1.676861761526956,-0.4923997700856438
265,1.6485957933383688,-0.6370007224072344
266,1.6133861404090426,-0.7699625892454289
267,1.5718573558324707,-0.8896622475047689
268,1.5247010615791894,-0.9950405935081904
269,1.4726478037540454,-1.0855946419362643
270,1.4164401712233077,-1.161336222712178
271,1.3568086365423884,-1.222725777241558
272,1.2944511322331054,-1.2705906745484925
273,1.230016905585044,-1.3060370790105271
274,1.164094776182488,-1.3303630446698105
275,1.0972055803153562,-1.3449786342427434
276,1.0297983499823242,-1.351336839379452
277,0.9622496305480872,-1.3508771926423513
278,0.8948652885295726,-1.3449824823173775
279,0.8278841730164412,-1.3349477686050255
280,0.7614830418620419,-1.3219602999673763
281,0.695782256912076,-1.3070884858889018
282,0.6308518475166378,-1.2912780159397286
283,0.5667176282697666,-1.2753533041246286
284,0.503367144677391,-1.260022618158204
285,0.4407552885233077,-1.2458854027248274
286,0.37880953984019,-1.2334409470769099
287,0.31743474394889165,-1.22309724556415
288,0.25651746009621007,-1.2151794772476465
289,0.1959299036956836,-1.2099376387927585
290,0.13553353813753316,-1.2075529662686917
291,0.07518238144015353,-1.208142901736077
292,0.014726102075157711,-1.211764423217787
293,-0.04598700456633198,-1.2184156795132985
294,-0.10710708084048157,-1.2280358084474436
295,-0.16877971562482136,-1.240502950188614
296,-0.2311428078783879,-1.255630456423058
297,-0.29432319787982564,-1.2731613458077449
298,-0.35843297917750344,-1.2927611276754332
299,-0.4235654152811415,-1.3140091900246909
300,-0.4897903963165031,-1.3363890699940095
301,-0.5571493909436631,-1.359278078986237
302,-0.625649876601106,-1.3819369535815755
303,-0.6952592735510978,-1.403500468372492
304,-0.7658984572366874,-1.4229702071541313
305,-0.8374349942326037,-1.4392110306205694
306,-0.9096763323168692,-1.450953100414705
307,-0.9823632735041201,-1.456801590137138
308,-1.0551641748265088,-1.4552563938891394
309,-1.1276704317461117,-1.4447440693811409
310,-1.199393899975175,-1.4236639350911917
311,-1.269767004258383,-1.3904495151859728
312,-1.338146305219311,-1.3436453535702666
313,-1.4038202557936812,-1.281996753694902
314,-1.4660216728043054,-1.2045496013557782
315,-1.5239453380500088,-1.1107521467141344
316,-1.5767705312573914,-1.0005510581741137
317,-1.6236880185619322,-0.8744702066116361
318,-1.6639302928200075,-0.7336611778651169
319,-1.6968034233800628,-0.5799149004549817
320,-1.7217183329197268,-0.41562707180474745
321,-1.7382191470258934,-0.24371438237792903
322,-1.7460061570117225,-0.06748488180871648
323,-1.7449513558977323,0.10952825231215023
324,-1.735105046022668,0.28375470352582066
325,-1.7166928764644434,0.45177877688419965
326,-1.6901036008076995,0.6105162598491657
327,-1.6558687115794029,0.7573600306182915
328,-1.6146358371045897,0.8902827034836149
329,-1.5671382133030214,1.0078906220909354
330,-1.5141626743798593,1.109429700396247
331,-1.4565184419766328,1.194748960438041
332,-1.3950086016237306,1.264231215888313
333,-1.330405632108155,1.3187021679878659
334,-1.2634317809404638,1.359329062118774
335,-1.194744559735809,1.3875188455152827
336,-1.1249271744300902,1.4048232187652927
337,-1.0544834203942044,1.4128557781432667
338,-0.9838363535978949,1.4132239935565754
339,-0.9133299736636867,1.4074766814025645
340,-0.8432331557327074,1.3970662997412138
341,-0.7737451312097311,1.3833243298779982
342,-0.7050019159628214,1.3674476636516857
343,-0.6370831914975792,1.3504935921658268
344,-0.5700192702411615,1.3333812090490258
345,-0.5037978706024043,1.3168972164201471
346,-0.43837052878123567,1.3017044706744438
347,-0.3736585428482397,1.288351894399847
348,-0.3095584110051812,1.277284701244998
349,-0.2459467696900719,1.2688541378527032
350,-0.18268486745483914,1.2633261754434513
351,-0.11962263390836056,1.260888698140555
352,-0.05660244496380089,1.261656999993206
353,0.006537350016123593,1.265677313064529
354,0.06995902342603971,1.2729283043788528
355,0.1338220841980447,1.2833205059415496
356,0.19827981556349805,1.2966936023154223
357,0.2634756241267139,1.3128116675229042
358,0.3295390997599646,1.3313564406803267
359,0.39658169495286205,1.351918802199362
360,0.4646919412782806,1.3739887952719465
361,0.5339301353002067,1.3969446036467517
362,0.6043224671611378,1.4200412113367804
363,0.6758545873505288,1.4423996140116209
364,0.7484646777299557,1.4629978902051446
365,0.8220361518925515,1.4806657000127998
366,0.8963902094631814,1.494084210058234
367,0.9712785714539445,1.5017937797515728
368,1.046376840961599,1.5022119395592874
369,1.1212790792843343,1.4936643465723063
370,1.1954943048242295,1.4744310130426834
371,1.268445713714883,1.4428093701001377
372,1.3394734896693592,1.3971947371642333
373,1.4078420451057785,1.3361765282048548
374,1.4727523647892695,1.2586460250807334
375,1.5333599338927364,1.163909516422656
376,1.5887982094742295,1.0517964914929323
377,1.638207169615527,0.9227514166330998
378,1.6807657436128394,0.7778960899629455
379,1.7157263844523807,0.6190502736764698
380,1.7424494123646932,0.4487015454324405
381,1.7604344970716175,0.2699201936363173
382,1.7693465476784125,0.08622175318237833
383,1.7690336148088341,-0.09861292364909095
384,1.7595350657448323,-0.2807439096104947
385,1.7410792126168553,-0.45648449935065005
386,1.7140706250633102,-0.6224982950071675
387,1.6790683701569387,-0.77596227463264
388,1.6367572621316204,-0.9146820968033986
389,1.5879146834851452,-1.0371531095426756
390,1.53337572908542,-1.1425672925394945
391,1.4739992245675424,-1.2307727864120528
392,1.4106367362159975,-1.3021967638357808
393,1.344106083250628,-1.3577444608253226
394,1.2751702255142248,-1.3986870179770923
395,1.2045218033716572,-1.4265491875543657
396,1.1327731096350753,-1.4430053473003244
397,1.0604509288601371,-1.4497893867097564
398,0.9879954694473366,-1.4486213368534608
399,0.9157625267800966,-1.441151378655713
400,0.8440280286649235,-1.4289202376568517
401,0.7729941890357183,-1.4133339900964863
402,0.7027966153102311,-1.3956507163512772
403,0.6335118398259246,-1.376976431807502
404,0.5651648754064494,-1.358267758590129
405,0.49773651590691503,-1.3403391667008517
406,0.43117019910221044,-1.3238729429872496
407,0.36537833492265337,-1.3094304314070708
408,0.3002480640024818,-1.2974634210635128
409,0.23564645642125903,-1.288324821702392
410,0.17142522259060966,-1.282278155165055
411,0.10742496905101405,-1.2795052626558359
412,0.04347913048907147,-1.2801121042244477
413,-0.02058233904365383,-1.2841324431413703
414,-0.08492940436349988,-1.291529298753507
415,-0.14972840187242684,-1.302194141829512
416,-0.215138396924251,-1.315943831652275
417,-0.28130733288189147,-1.3325153565707895
418,-0.34836786449792134,-1.3515585111637722
419,-0.4164327784295772,-1.3726267295681036
420,-0.4855899160798027,-1.3951664283566716
421,-0.5558965378743532,-1.4185053977989892
422,-0.6273730993658475,-1.4418410063492044
423,-0.6999964535431572,-1.4642292690469716
424,-0.7736925569157704,-1.4845761900290702
425,-0.8483288360796157,-1.5016331758789252
426,-0.9237064743984418,-1.5139987158774972
427,-0.9995529876868409,-1.5201288415101928
428,-1.0755156002172355,-1.518359146541037
429,-1.1511560688139901,-1.506941113187151
430,-1.2259477308831344,-1.4840950349504742
431,-1.2992756398150305,-1.4480809594223352
432,-1.370440703652963,-1.3972876665428233
433,-1.4386686804434128,-1.3303372843892407
434,-1.503124670998346,-1.2462003846107768
435,-1.5629335112481377,-1.1443139097137616
436,-1.6172058532127012,-1.0246904238139658
437,-1.6650692565934684,-0.88800586738905
438,-1.7057028207014575,-0.7356521812424026
439,-1.7383733235517955,-0.5697424643027077
440,-1.7624702367914702,-0.39306065374183574
441,-1.7775367933391641,-0.2089534510040697
442,-1.783294298519538,-0.021169900363794368
443,-1.7796573698791731,0.16633848423266817
444,-1.7667385930127164,0.34963808769470733
445,-1.7448421088588217,0.5250318537368667
446,-1.7144467768952159,0.6892542658788682
447,-1.6761805711885778,0.839624384874796
448,-1.6307886575159016,0.9741452814141294
449,-1.5790979250745714,1.0915454826030775
450,-1.5219808520197735,1.1912656970092064
451,-1.4603212186176096,1.273399709829085
452,-1.3949836757023701,1.3386021086344642
453,-1.3267884512494637,1.3879763918090453
454,-1.2564918749283975,1.4229564660844884
455,-1.1847727639875654,1.4451920968935688
456,-1.1122242681005599,1.45644596023477
457,-1.0393504685422246,1.458506954710194
458,-0.9665668519392184,1.453121557444829
459,-0.894203771955125,1.4419432727677197
460,-0.8225120127974446,1.426498464606334
461,-0.7516697014995932,1.4081661329379045
462,-0.6817899367203807,1.3881689081193858
463,-0.6129286468547137,1.3675725436727437
464,-0.5450923131665532,1.3472913936129753
465,-0.47824531558527555,1.3280977427854137
466,-0.41231675257024164,1.3106332560962475
467,-0.3472066638475049,1.2954212008409314
468,-0.2827916460713445,1.2828784056692815
469,-0.21892989275423266,1.2733262506202316
470,-0.15546571937918446,1.2670001634749986
471,-0.0922336596399005,1.264057294303593
472,-0.02906222765263188,1.2645821508713972
473,0.03422254749496086,1.2685900673526322
474,0.09779370500066846,1.2760284416140666
475,0.1618199414063551,1.286775721974504
476,0.22646209213012858,1.3006381754492027
477,0.2918693995627777,1.3173444873026112
478,0.3581754578204177,1.3365383607371744
479,0.42549374268845597,1.3577693168711034
480,0.4939126441510812,1.3804820551011985
481,0.5634899416666671,1.4040049118531839
482,0.6342466955415078,1.4275381586597027
483,0.7061605696005033,1.4501431809937686
484,0.7791586627044635,1.4707339217242839
485,0.8531100079632309,1.488072359973204
486,0.9278179879294605,1.5007701429864697
487,1.0030130358978342,1.5072988732037427
488,1.0783461247304589,1.5060117650369822
489,1.153383680729325,1.4951793121561365
490,1.2276046739153714,1.4730412539727995
491,1.3004007504614592,1.4378763214861805
492,1.3710802879468922,1.3880894545641593
493,1.4388772297923353,1.3223148105660125
494,1.5029653121746098,1.2395286494589826
495,1.5624780901422117,1.1391655101858158
496,1.616534586617991,1.0212259358183982
497,1.6642698636825133,0.8863634443018589
498,1.7048691512050356,0.7359371182012571
499,1.7376034712415311,0.572018099839297
500,1.7618642671621054,0.3973415665221031
501,1.7771942028602612,0.21520207245715123
502,1.7833114086632667,0.029297215922388466
503,1.7801248644479113,-0.15646796429654114
504,1.7677394004615987,-0.3381974642757141
505,1.7464498098576893,-0.5122199404359422
506,1.7167246479206362,-0.675282030289786
507,1.6791813416423897,-0.8247008550539718
508,1.6345549285743812,-0.9584647362469519
509,1.5836631898904565,-1.0752765811932519
510,1.5273709857859339,-1.1745435032724543
511,1.4665562976436424,-1.2563208221531519
512,1.4020799528474757,-1.3212227279289823
513,1.3347603702133277,-1.3703130127740446
514,1.2653539949476067,-1.4049885776535087
515,1.1945415116614866,-1.4268662562701493
516,1.122919463613359,-1.4376806448867445
517,1.0509965994706445,-1.4391976421084718
518,0.9791941001578626,-1.4331457518493125
519,0.9078487927740334,-1.4211651346787615
520,0.8372185003789406,-1.4047728742013297
521,0.7674887596731457,-1.3853421903814904
522,0.6987802922275289,-1.3640929037119884
523,0.6311567249104157,-1.3420904411606533
524,0.5646322049119303,-1.3202509966742406
525,0.49917863012151226,-1.2993505574052353
526,0.43473238704741757,-1.2800362970180574
527,0.37120048472322686,-1.2628388884184139
528,0.30846606803939897,-1.2481846666077707
529,0.24639334360695223,-1.2364069784321072
530,0.18483196957319228,-1.2277562152751558
531,0.12362098534413213,-1.2224081878738249
532,0.06259236797595638,-1.2204706289594327
533,0.0015743129954096519,-1.2219877048990069
534,-0.05960565790702492,-1.226942487579856
535,-0.12111766334749031,-1.235257332170945
536,-0.18312639316343585,-1.2467922000744733
537,-0.2457879065777435,-1.2613409474981876
538,-0.3092461947481209,-1.2786256665360916
539,-0.3736294147170768,-1.2982892121290044
540,-0.43904570887593175,-1.3198861326281692
541,-0.5055785389764109,-1.342872346925212
542,-0.5732814780906592,-1.3665940224015551
543,-0.6421724502405413,-1.3902764649393162
544,-0.7122274262917905,-1.4130138674549648
545,-0.7833736571091724,-1.4337612673335003
546,-0.8554825923578216,-1.4513303497132202
547,-0.9283627362147552,-1.4643910999826644
548,-1.001752764392997,-1.4714815056841075
549,-1.0753153831471312,-1.4710278774318695
550,-1.1486325220771376,-1.4613782663007615
551,-1.2212025793860977,-1.4408510452021364
552,-1.2924404892660355,-1.4077998745825129
553,-1.3616814626660356,-1.3606951635692177
554,-1.4281891424256128,-1.298220036073959
555,-1.491168877219373,-1.2193762466443772
556,-1.5497863584355172,-1.1235929900834503
557,-1.6031915814804374,-1.0108289818123715
558,-1.6505475086746537,-0.8816559007989957
559,-1.6910621624280417,-0.7373109819842447
560,-1.7240223459744985,-0.5797074529056719
561,-1.7488266574074478,-0.4113948957981044
562,-1.7650151964959855,-0.2354667851557411
563,-1.7722933966333303,-0.055419109262138645
564,-1.7705477854527734,0.12502934784360795
565,-1.7598521294432965,0.3021386610432105
566,-1.7404633641120186,0.4723515871682286
567,-1.7128077055437936,0.6324794312321356
568,-1.6774582909321523,0.7798526412377325
569,-1.6351064412410299,0.9124240837222329
570,-1.5865290681803326,1.0288197268415322
571,-1.5325548432861356,1.1283381019714305
572,-1.4740315431034006,1.2109055087337115
573,-1.4117965157057295,1.2769977243282893
574,-1.3466516487900906,1.3275404897057574
575,-1.2793435791325547,1.3638007972285147
576,-1.2105493525849371,1.3872791904794386
577,-1.1408672728418663,1.399610833919065
578,-1.0708123663678588,1.402480362983623
579,-1.000815701823197,1.3975529678080756
580,-0.9312267356577719,1.3864221369287004
581,-0.8623178727321622,1.370573004567835
582,-0.794290509712447,1.3513593277038394
583,-0.7272819340106949,1.3299917014584186
584,-0.6613725899246541,1.3075344644536313
585,-0.5965933259690689,1.2849090180069012
586,-0.5329323619097572,1.2629014571739994
587,-0.47034180244058604,1.2421728353362582
588,-0.4087436007016349,1.223270703162638
589,-0.348034935492107,1.206640899974
590,-0.2880930092854184,1.1926388504293437
591,-0.22877930197517887,1.1815398132884949
592,-0.16994335568229962,1.1735478253723441
593,-0.11142613768631866,1.1688029633624788
594,-0.0530630935448097,1.16738692673965
595,0.005313037671667159,1.1693268069565235
596,0.06386955102725789,1.1745970178131115
597,0.12277115175812071,1.1831193876088015
598,0.1821772919270606,1.1947614167971583
599,0.24223937418449448,1.2093327360857862
600,0.3030977348483364,1.2265798292499677
601,0.3648783218631052,1.2461791198619625
602,0.42768898993406335,1.2677285963447422
603,0.4916153442479757,1.2907382243144399
604,0.5567160868106906,1.314619584835243
605,0.6230178336514747,1.338675265326447
606,0.6905094019224997,1.3620887532052337
607,0.7591356631178096,1.3839161897357029
608,0.828791003094062,1.4030807797470017
609,0.8993126477106647,1.4183721684039527
610,0.9704741038050837,1.4284523707475403
611,1.0419791085028203,1.4318705729975825
612,1.1134565862953063,1.4270891154242236
613,1.1844572314761845,1.4125226609918524
614,1.2544524090122855,1.3865921184458367
615,1.322836132151241,1.3477938378024459
616,1.3889308656179076,1.2947829695741921
617,1.4519977822905743,1.2264682375690665
618,1.511251949973417,1.1421124840745758
619,1.565882510840254,1.0414313578867715
620,1.6150775628893221,0.9246801180867015
621,1.6580528348653316,0.7927175718707017
622,1.694082769341565,0.6470361237310036
623,1.7225320579619103,0.489749107941826
624,1.7428853671333915,0.32353024740194786
625,1.7547728319073974,0.15150578187925567
626,1.757989098331383,-0.022894690567012724
627,1.752504132527337,-0.1961159739210541
628,1.7384647547760474,-0.364667331811194
629,1.7161867635081633,-0.5253063458291791
630,1.686138393268616,-0.6751990958146692
631,1.6489166525091368,-0.8120427234870061
632,1.6052186746677832,-0.9341419403724543
633,1.5558104528607997,-1.0404371034460345
634,1.5014953211315167,-1.1304872767564087
635,1.4430842530352825,-1.204416098237047
636,1.3813695780808088,-1.262830947469287
637,1.317103171214069,-1.3067266290878237
638,1.2509796214840934,-1.3373840135374127
639,1.183624409996087,-1.356272235350975
640,1.1155867510253132,-1.3649606499906952
641,1.0473365062531594,-1.3650443372521182
642,0.9792644460901373,-1.3580847753192151
643,0.9116850945194902,-1.3455656246766718
644,0.8448414307972347,-1.3288623802803115
645,0.7789108013471968,-1.3092239639135592
646,0.7140114948526189,-1.2877640387828317
647,0.6502095627599619,-1.2654597617888357
648,0.5875255548938608,-1.2431559581351466
649,0.5259409501595652,-1.2215728946420206
650,0.4654041401942128,-1.201316192574906
651,0.4058358887485159,-1.1828877172891494
652,0.3471342412889673,-1.1666965713350912
653,0.2891788965925165,-1.1530695568600764
654,0.231835075844224,-1.1422606431521498
655,0.17495695659186086,-1.1344592131586424
656,0.11839072049165768,-1.1297967895834353
657,0.061977310494339743,-1.1283522311270082
658,0.00555496754008588,-1.1301552922063132
659,-0.05103837157484929,-1.1351885207831909
660,-0.10796272602512046,-1.1433874995383742
661,-0.16537369598450258,-1.1546394212950015
662,-0.22341997432221308,-1.1687800237466854
663,-0.2822406650518303,-1.1855889238512864
664,-0.34196233023670974,-1.2047834226235492
665,-0.4026956903852795,-1.2260108932410687
666,-0.4645319142290679,-1.248839962862015
667,-0.5275384447823243,-1.272750795643506
668,-0.5917543205236316,-1.2971248688792467
669,-0.6571849899614484,-1.3212349483968808
670,-0.7237966541407997,-1.344236141475399
671,-0.7915102050908018,-1.3651590583077917
672,-0.8601948904465103,-1.3829064634055601
